Day	Date	Time	Place	Title	Rating
Sat	2005/11/26	14:00	C2GA Cinema 2 General Admit	Man of Flowers	M
Sun	2005/11/27	10:30	C1GA Cinema 1 General Admit	Pom Poko	PG
Sun	2005/11/27	13:00	C1GA Cinema 1 General Admit	Pom Poko	PG
Mon	2005/11/28	13:30	C2GA Cinema 2 General Admit	The Old Man Who Read Love Stories	M
Fri	2005/12/02	22:00	C1GA Cinema 1 General Admit	Meet the Feebles	M
Sat	2005/12/03	11:00	C2GA Cinema 2 General Admit	Bride & Prejudice	PG
Sun	2005/12/04	10:30	C1GA Cinema 1 General Admit	The Hunchback of Notre Dame	G
Sun	2005/12/04	13:00	C1GA Cinema 1 General Admit	The Hunchback of Notre Dame	G
Sun	2005/12/04	14:00	C2GA Cinema 2 General Admit	Caddie M	
Mon	2005/12/05	13:30	C2GA Cinema 2 General Admit	Bride & Prejudice	PG
Fri	2005/12/09	19:00	C2GA Cinema 2 General Admit	King Klunk + King Kong	18+
Fri	2005/12/09	22:00	C2GA Cinema 2 General Admit	The Lost Boys	M
Sat	2005/12/10	11:00	C2GA Cinema 2 General Admit	Bride & Prejudice	PG
Sat	2005/12/10	14:00	C1GA Cinema 1 General Admit	Next of Kin	M
Sat	2005/12/10	16:30	C2GA Cinema 2 General Admit	Origin of the Species	18+ unclassified
Sat	2005/12/10	19:00	C2GA Cinema 2 General Admit	Trader Horn	PG
Sat	2005/12/10	21:30	C2GA Cinema 2 General Admit	Mighty Joe Young	PG
Sun	2005/12/11	10:30	C2GA Cinema 2 General Admit	Holes	PG
Sun	2005/12/11	12:30	C1GA Cinema 1 General Admit	Public Forum	
Sun	2005/12/11	13:00	C2GA Cinema 2 General Admit	Holes	PG
Sun	2005/12/11	15:00	C1GA Cinema 1 General Admit	Sur un air de Charleston (18+ + King Kong PG	
Sun	2005/12/11	17:30	C1GA Cinema 1 General Admit	Tarzan and the Ape Man	G
Mon	2005/12/12	13:30	C2GA Cinema 2 General Admit	Bride & Prejudice	PG
Mon	2005/12/12	18:30	C2GA Cinema 2 General Admit	Tarzan the Ape Man	G
Mon	2005/12/12	20:30	C2GA Cinema 2 General Admit	Tarzan and his mate	PG
Thu	2005/12/15	19:00	C2GA Cinema 2 General Admit	Sur un air de Charleston (18+ + King Kong PG	
Thu	2005/12/15	21:30	C2GA Cinema 2 General Admit	The son of Kong	G
Fri	2005/12/16	18:30	C2GA Cinema 2 General Admit	Bride of the Gorilla	PG
Fri	2005/12/16	20:00	C2GA Cinema 2 General Admit	Mighty Peking Man	M
Fri	2005/12/16	22:00	C2GA Cinema 2 General Admit	The Man with the X-Ray Eyes	M
Sat	2005/12/17	11:00	C1GA Cinema 1 General Admit	A Good Woman	PG
Sat	2005/12/17	14:00	C1GA Cinema 1 General Admit	Crackers	M
Sat	2005/12/17	15:00	C2GA Cinema 2 General Admit	The Lost World	M
Sat	2005/12/17	17:00	C2GA Cinema 2 General Admit	King Kong vs Godzilla	PG
Sat	2005/12/17	19:00	C2GA Cinema 2 General Admit	King Kong escapes	unclassified 18+
Sat	2005/12/17	21:00	C2GA Cinema 2 General Admit	Murders in the Rue Morgue	unclassified 18+
Sun	2005/12/18	10:30	C1GA Cinema 1 General Admit	Tim Burton's The Nightmare Before Christmas	G
Sun	2005/12/18	13:00	C1GA Cinema 1 General Admit	Tim Burton's The Nightmare Before Christmas	G
Sun	2005/12/18	15:00	C1GA Cinema 1 General Admit	Creature from the black lagoon	PG
Sun	2005/12/18	17:00	C1GA Cinema 1 General Admit	Revenge of the creature	PG
Mon	2005/12/19	13:30	C2GA Cinema 2 General Admit	Mrs Henderson Presents	M
Fri	2005/12/23	22:00	C1GA Cinema 1 General Admit	Black Christmas	R18+
Mon	2005/12/26	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Tue	2005/12/27	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Wed	2005/12/28	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Thu	2005/12/29	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Fri	2005/12/30	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Fri	2005/12/30	22:00	C1GA Cinema 1 General Admit	The Twelve Chairs	PG
Sat	2005/12/31	11:00	C2GA Cinema 2 General Admit	A Good Woman	PG
Sun	2006/01/01	10:30	C2GA Cinema 2 General Admit	Josie & The Pussycats	PG
Sun	2006/01/01	13:00	C2GA Cinema 2 General Admit	Josie & The Pussycats	PG
Mon	2006/01/02	13:30	C2GA Cinema 2 General Admit	A Good Woman	PG
Mon	2006/01/02	13:30	C1GA Cinema 1 General Admit	Charlie and the Chocolate Factory	PG
Tue	2006/01/03	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Wed	2006/01/04	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Thu	2006/01/05	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Thu	2006/01/05	18:30	C1GA Cinema 1 General Admit	Killer's Kiss	PG
Thu	2006/01/05	20:00	C2GA Cinema 2 General Admit	Barry Lyndon	G
Fri	2006/01/06	13:30	C2GA Cinema 2 General Admit	Charlie and the Chocolate Factory	PG
Fri	2006/01/06	18:00	C1GA Cinema 1 General Admit	The Killing	PG
Fri	2006/01/06	20:00	C2GA Cinema 2 General Admit	Dr Strangelove	PG
Fri	2006/01/06	22:00	C1GA Cinema 1 General Admit	The Nutty Professor	PG
Sat	2006/01/07	11:00	C2GA Cinema 2 General Admit	Deep Blue	PG
Sat	2006/01/07	14:00	C1GA Cinema 1 General Admit	Summerfield	M
Sat	2006/01/07	17:00	C2GA Cinema 2 General Admit	Eyes Wide Shut	MA15+
Sat	2006/01/07	20:30	C2GA Cinema 2 General Admit	Lolita	M
Sun	2006/01/08	10:30	C2GA Cinema 2 General Admit	The Parent Trap	PG
Sun	2006/01/08	13:00	C2GA Cinema 2 General Admit	The Parent Trap	PG
Sun	2006/01/08	13:30	C1GA Cinema 1 General Admit	Rare Kubrick Shorts Unclassified	unclassified 18+
Sun	2006/01/08	15:30	C1GA Cinema 1 General Admit	Spartacus	PG
Sun	2006/01/08	19:00	C2GA Cinema 2 General Admit	The Shining	M
Mon	2006/01/09	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Mon	2006/01/09	13:30	C1GA Cinema 1 General Admit	Deep Blue	PG
Mon	2006/01/09	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Mon	2006/01/09	16:30	C2GA Cinema 2 General Admit	Stanley Kubrick:A Life in Pictures	MA15+
Tue	2006/01/10	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Tue	2006/01/10	13:30	C1GA Cinema 1 General Admit	Howl's Moving Castle	PG
Tue	2006/01/10	15:30	C2GA Cinema 2 General Admit	2001: A Space Odyssey	G
Tue	2006/01/10	16:30	C1GA Cinema 1 General Admit	Stanley Kubrick:A Life in Pictures	MA15+
Wed	2006/01/11	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Wed	2006/01/11	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Wed	2006/01/11	13:30	C1GA Cinema 1 General Admit	Stanley Kubrick:A Life in Pictures	MA15+
Wed	2006/01/11	17:00	C1GA Cinema 1 General Admit	Paths of Glory PG	PG
Thu	2006/01/12	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Thu	2006/01/12	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Thu	2006/01/12	18:30	C2GA Cinema 2 General Admit	Killer's Kiss PG	PG
Thu	2006/01/12	20:30	C2GA Cinema 2 General Admit	The Killing PG	PG
Fri	2006/01/13	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Fri	2006/01/13	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	R18+
Fri	2006/01/13	17:30	C2GA Cinema 2 General Admit	Full Metal Jacket	R18+
Fri	2006/01/13	21:00	C2GA Cinema 2 General Admit	A Clockwork Orange	R18+
Fri	2006/01/13	22:00	C1GA Cinema 1 General Admit	Sweet Sweetback's Badasssss Song	R
Sat	2006/01/14	11:00	C2GA Cinema 2 General Admit	Deep Blue	PG
Sat	2006/01/14	14:00	C1GA Cinema 1 General Admit	Undead	MA
Sat	2006/01/14	18:30	C2GA Cinema 2 General Admit	Killer's Kiss	PG
Sat	2006/01/14	20:30	C2GA Cinema 2 General Admit	Barry Lyndon	G
Sun	2006/01/15	10:30	C2GA Cinema 2 General Admit	Freaky Friday	PG
Sun	2006/01/15	13:00	C2GA Cinema 2 General Admit	Freaky Friday	PG
Sun	2006/01/15	13:30	C1GA Cinema 1 General Admit	Rare Kubrick Shorts	unclassified 18+
Sun	2006/01/15	15:30	C1GA Cinema 1 General Admit	Paths of Glory PG	PG
Sun	2006/01/15	17:30	C2GA Cinema 2 General Admit	Full Metal Jacket	R18+
Sun	2006/01/15	18:30	C1GA Cinema 1 General Admit	Artificial Intelligence:AI	M
Mon	2006/01/16	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Mon	2006/01/16	13:30	C1GA Cinema 1 General Admit	Deep Blue	PG
Mon	2006/01/16	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Mon	2006/01/16	16:30	C2GA Cinema 2 General Admit	Stanley Kubrick:A Life in Pictures MA15+	MA15+
Tue	2006/01/17	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Tue	2006/01/17	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Tue	2006/01/17	14:00	C1GA Cinema 1 General Admit	Stanley Kubrick:A Life in Pictures MA15+	MA15+
Tue	2006/01/17	16:30	C2GA Cinema 2 General Admit	Barry Lyndon G	G
Wed	2006/01/18	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Wed	2006/01/18	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Wed	2006/01/18	13:30	C1GA Cinema 1 General Admit	Stanley Kubrick:A Life in Pictures MA15+	MA15+
Wed	2006/01/18	16:30	C2GA Cinema 2 General Admit	The Shining M	M
Thu	2006/01/19	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Thu	2006/01/19	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Thu	2006/01/19	18:00	C1GA Cinema 1 General Admit	Lolita M	M
Thu	2006/01/19	21:30	C1GA Cinema 1 General Admit	The Killing PG	PG
Fri	2006/01/20	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Fri	2006/01/20	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Fri	2006/01/20	18:00	C2GA Cinema 2 General Admit	Eyes Wide Shut MA15+	MA15+
Fri	2006/01/20	21:30	C2GA Cinema 2 General Admit	The Shining M	M
Fri	2006/01/20	22:00	C1GA Cinema 1 General Admit	The Hudsucker Proxy	PG
Sat	2006/01/21	11:00	C1GA Cinema 1 General Admit	Look Both Ways	M
Sat	2006/01/21	14:00	C1GA Cinema 1 General Admit	Children of the Revolution	MA
Sat	2006/01/21	18:30	C1GA Cinema 1 General Admit	Dr Strangelove PG	PG
Sat	2006/01/21	20:30	C2GA Cinema 2 General Admit	2001: A Space Odyssey G	G
Sat	2006/01/21	21:00	C1GA Cinema 1 General Admit	Artificial Intelligence:AI M15+	M
Sun	2006/01/22	10:30	C1GA Cinema 1 General Admit	Confessions of a Teenage Drama Queen	PG
Sun	2006/01/22	13:00	C1GA Cinema 1 General Admit	Confessions of a Teenage Drama Queen	PG
Sun	2006/01/22	13:30	C2GA Cinema 2 General Admit	Rare Kubrick Shorts Unclassified 18+	unclassified 18+
Sun	2006/01/22	15:30	C2GA Cinema 2 General Admit	A Clockwork Orange R18+	R18+
Sun	2006/01/22	18:30	C1GA Cinema 1 General Admit	Eyes Wide Shut MA15+	MA15+
Mon	2006/01/23	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Mon	2006/01/23	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Mon	2006/01/23	13:30	C1GA Cinema 1 General Admit	Look Both Ways	M
Mon	2006/01/23	16:30	C2GA Cinema 2 General Admit	Stanley Kubrick:A Life in Pictures MA15+	MA15+
Tue	2006/01/24	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Tue	2006/01/24	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Tue	2006/01/24	14:00	C1GA Cinema 1 General Admit	Stanley Kubrick:A Life in Pictures MA15+	MA15+
Tue	2006/01/24	16:30	C2GA Cinema 2 General Admit	Spartacus PG	PG
Wed	2006/01/25	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Wed	2006/01/25	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Wed	2006/01/25	14:00	C1GA Cinema 1 General Admit	Stanley Kubrick:A Life in Pictures MA15+	MA15+
Wed	2006/01/25	18:30	C1GA Cinema 1 General Admit	Artificial Intelligence:AI M15+	M
Thu	2006/01/26	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Thu	2006/01/26	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Thu	2006/01/26	18:30	C2GA Cinema 2 General Admit	Full Metal Jacket R18+	R18+
Fri	2006/01/27	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Fri	2006/01/27	13:30	C2GA Cinema 2 General Admit	Howl's Moving Castle	PG
Fri	2006/01/27	18:00	C2GA Cinema 2 General Admit	2001: A Space Odyssey G	G
Fri	2006/01/27	21:00	C1GA Cinema 1 General Admit	A Clockwork Orange R18+	R18+
Fri	2006/01/27	22:00	C2GA Cinema 2 General Admit	Lenny	R
Sat	2006/01/28	11:00	C2GA Cinema 2 General Admit	Look Both Ways	M
Sat	2006/01/28	14:00	C1GA Cinema 1 General Admit	Jedda + Night Cries: A Rural Tragedy	G
Sat	2006/01/28	17:30	C2GA Cinema 2 General Admit	Lolita M	M
Sat	2006/01/28	21:30	C2GA Cinema 2 General Admit	Dr Strangelove PG	PG
Sun	2006/01/29	10:30	C2GA Cinema 2 General Admit	Herbie: Fully Loaded	G
Sun	2006/01/29	12:00	C1GA Cinema 1 General Admit	Rare Kubrick Shorts Unclassified 18+	unclassified 18+
Sun	2006/01/29	13:00	C2GA Cinema 2 General Admit	Herbie: Fully Loaded	G
Sun	2006/01/29	14:00	C1GA Cinema 1 General Admit	Paths of Glory PG	PG
Sun	2006/01/29	17:30	C2GA Cinema 2 General Admit	Spartacus PG	PG
Mon	2006/01/30	13:30	C2GA Cinema 2 General Admit	Look Both Ways	M
Fri	2006/02/03	22:00	C1GA Cinema 1 General Admit	I Love You Alice B. Toklas	M
Mon	2006/02/06	13:30	C2GA Cinema 2 General Admit	Beethoven's Hair	Unclassified 18+
Fri	2006/02/10	22:00	C1GA Cinema 1 General Admit	Cisco Pike	18+
Sat	2006/02/11	11:00	C2GA Cinema 2 General Admit	Beethoven's Hair	Unclassified 18+
Sat	2006/02/11	14:00	C1GA Cinema 1 General Admit	The Phantom Stockman	Unclassified 18+
Sun	2006/02/12	10:30	C1GA Cinema 1 General Admit	Nausicaa of the Valley of the Wind	PG
Sun	2006/02/12	13:00	C1GA Cinema 1 General Admit	Nausicaa of the Valley of the Wind	PG
Mon	2006/02/13	13:30	C2GA Cinema 2 General Admit	Beethoven's Hair	Unclassified 18+
Fri	2006/02/17	22:00	C1GA Cinema 1 General Admit	Colour Me Blood Red	R18+
Sat	2006/02/18	11:00	C1GA Cinema 1 General Admit	Yesterday	M
Sat	2006/02/18	14:00	C1GA Cinema 1 General Admit	Roadgames M	M
Sun	2006/02/19	10:30	C1GA Cinema 1 General Admit	Yolngu Boy	M
Sun	2006/02/19	13:00	C1GA Cinema 1 General Admit	Yolngu Boy	M
Fri	2006/02/24	22:00	C1GA Cinema 1 General Admit	Near Dark	R18+
Sat	2006/02/25	11:00	C2GA Cinema 2 General Admit	Yesterday	M
Sat	2006/02/25	14:00	C1GA Cinema 1 General Admit	The Last of the Knucklemen M	M
Sat	2006/02/25	14:00	C2GA Cinema 2 General Admit	The Last of the Knucklemen M	M
Sun	2006/02/26	10:30	C1GA Cinema 1 General Admit	James and the Giant Peach	PG
Sun	2006/02/26	13:00	C2GA Cinema 2 General Admit	James and the Giant Peach	PG
Mon	2006/02/27	13:30	C2GA Cinema 2 General Admit	Yesterday	M
Mon	2006/03/06	10:00	C2GA Cinema 2 General Admit	Ae Fond Kiss	MA15+
Mon	2006/03/06	12:15	C2GA Cinema 2 General Admit	Wallace & Grommit in the Curse of the Were Rabbit	G
Mon	2006/03/06	14:30	C2GA Cinema 2 General Admit	Young Adam	MA15+
Tue	2006/03/07	10:00	C2GA Cinema 2 General Admit	The Shipping News	M
Tue	2006/03/07	12:15	C2GA Cinema 2 General Admit	Mrs Henderson Presents	M
Tue	2006/03/07	14:30	C2GA Cinema 2 General Admit	Pride and Prejudice	G
Wed	2006/03/08	10:00	C2GA Cinema 2 General Admit	Monsieur Ibrahim	M
Wed	2006/03/08	12:15	C2GA Cinema 2 General Admit	Stage Beauty	M
Wed	2006/03/08	14:30	C2GA Cinema 2 General Admit	Kung Fu Hustle	M
Thu	2006/03/09	10:00	C2GA Cinema 2 General Admit	Brides	PG
Thu	2006/03/09	12:15	C2GA Cinema 2 General Admit	Mon Oncle	G
Thu	2006/03/09	14:30	C2GA Cinema 2 General Admit	Rosenstrasse	M
Mon	2006/03/13	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Mon	2006/03/13	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Mon	2006/03/13	13:30	C1GA Cinema 1 General Admit	The Oyster Farmer	MA
Tue	2006/03/14	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Tue	2006/03/14	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Wed	2006/03/15	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Wed	2006/03/15	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Thu	2006/03/16	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Thu	2006/03/16	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Fri	2006/03/17	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Fri	2006/03/17	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Fri	2006/03/17	20:30	C1GA Cinema 1 General Admit	The Immoral Mr Teas	18+
Fri	2006/03/17	22:00	C1GA Cinema 1 General Admit	Vixen!	R18+
Sat	2006/03/18	11:00	C1GA Cinema 1 General Admit	The Oyster Farmer	MA
Sat	2006/03/18	14:00	C1GA Cinema 1 General Admit	The Adventures of Priscilla, Queen of the Desert	M
Sun	2006/03/19	10:30	C2GA Cinema 2 General Admit	National Treasure	PG
Sun	2006/03/19	13:00	C2GA Cinema 2 General Admit	National Treasure	PG
Mon	2006/03/20	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Mon	2006/03/20	13:30	C1GA Cinema 1 General Admit	Mad Hot Ballroom	PG
Mon	2006/03/20	13:30	C2GA Cinema 2 General Admit	The Oyster Farmer	MA
Tue	2006/03/21	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Tue	2006/03/21	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Wed	2006/03/22	11:00	C1GA Cinema 1 General Admit	Animated Kids' Flicks	G
Wed	2006/03/22	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Wed	2006/03/22	13:30	C1GA Cinema 1 General Admit	Mad Hot Ballroom	PG
Thu	2006/03/23	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Thu	2006/03/23	13:30	C1GA Cinema 1 General Admit	Mad Hot Ballroom	PG
Fri	2006/03/24	11:00	C2GA Cinema 2 General Admit	Animated Kids' Flicks	G
Fri	2006/03/24	13:30	C2GA Cinema 2 General Admit	Mad Hot Ballroom	PG
Fri	2006/03/24	20:00	C1GA Cinema 1 General Admit	Faster Pussycat! Kill! Kill!	M
Fri	2006/03/24	22:00	C1GA Cinema 1 General Admit	Mudhoney	18+
Sat	2006/03/25	11:00	C2GA Cinema 2 General Admit	Mondovino	PG
Sat	2006/03/25	14:00	C1GA Cinema 1 General Admit	The Spag + Clay M	M
Sun	2006/03/26	10:30	C1GA Cinema 1 General Admit	Tarzan	PG
Sun	2006/03/26	13:00	C1GA Cinema 1 General Admit	Tarzan	PG
Fri	2006/03/31	20:00	C1GA Cinema 1 General Admit	Beyond the Valley of the Dolls	R18+
Fri	2006/03/31	20:00	C2GA Cinema 2 General Admit	Beyond the Valley of the Dolls	R18+
Fri	2006/03/31	22:00	C2GA Cinema 2 General Admit	Supervixens	R18+
Fri	2006/03/31	22:00	C1GA Cinema 1 General Admit	Supervixens	R18+
Sat	2006/04/01	11:00	C2GA Cinema 2 General Admit	Mondovino	PG
Sat	2006/04/01	14:00	C1GA Cinema 1 General Admit	Backroads + Castor & Pollux	M
Sun	2006/04/02	10:30	C1GA Cinema 1 General Admit	Lady & The Tramp	G
Sun	2006/04/02	13:00	C1GA Cinema 1 General Admit	Lady & The Tramp	G
Mon	2006/04/03	13:30	C2GA Cinema 2 General Admit	Mondovino	PG
Fri	2006/04/07	20:00	C1GA Cinema 1 General Admit	Up!	R18+
Fri	2006/04/07	22:00	C1GA Cinema 1 General Admit	Beneath the Valley of the Ultra-Vixens	R18+
Sat	2006/04/08	11:00	C1GA Cinema 1 General Admit	The Heart of Me	M
Sat	2006/04/08	14:00	C1GA Cinema 1 General Admit	Proof	M
Sun	2006/04/09	10:30	C1GA Cinema 1 General Admit	A Little Princess	G
Sun	2006/04/09	13:00	C1GA Cinema 1 General Admit	A Little Princess	G
Mon	2006/04/10	13:30	C2GA Cinema 2 General Admit	The Heart of Me	M
Thu	2006/04/13	19:00	C2GA Cinema 2 General Admit	Videodrome + Camera	18+
Thu	2006/04/13	21:00	C2GA Cinema 2 General Admit	The Brood	R18+
Fri	2006/04/14	13:00	C2GA Cinema 2 General Admit	Scanners	R18+
Fri	2006/04/14	15:00	C2GA Cinema 2 General Admit	Shivers + Blue	R18+
Fri	2006/04/14	17:00	C2GA Cinema 2 General Admit	A History of Violence	MA
Fri	2006/04/14	19:00	C1GA Cinema 1 General Admit	M. Butterfly	M
Fri	2006/04/14	21:00	C2GA Cinema 2 General Admit	Fast Company	M
Fri	2006/04/14	21:00	C1GA Cinema 1 General Admit	Fast Company	M
Fri	2006/04/14	22:00	C2GA Cinema 2 General Admit	Two for the road	PG
Sat	2006/04/15	11:00	C2GA Cinema 2 General Admit	The Heart of Me	M
Sat	2006/04/15	14:00	C1GA Cinema 1 General Admit	Razorback	M
Sat	2006/04/15	16:30	C2GA Cinema 2 General Admit	Dead Ringers	M
Sat	2006/04/15	19:00	C2GA Cinema 2 General Admit	eXistenZ	M
Sat	2006/04/15	21:00	C2GA Cinema 2 General Admit	Naked Lunch	M
Sun	2006/04/16	10:30	C1GA Cinema 1 General Admit	Millions	PG
Sun	2006/04/16	13:00	C1GA Cinema 1 General Admit	Millions	PG
Sun	2006/04/16	13:00	C2GA Cinema 2 General Admit	Spider	MA
Sun	2006/04/16	15:00	C2GA Cinema 2 General Admit	Crash	R18+
Sun	2006/04/16	17:30	C2GA Cinema 2 General Admit	The Fly	R18+
Mon	2006/04/17	13:00	C2GA Cinema 2 General Admit	I Have to Make the World Be Flesh	R18+
Mon	2006/04/17	13:30	C1GA Cinema 1 General Admit	The Heart of Me	M
Mon	2006/04/17	15:00	C2GA Cinema 2 General Admit	Stereo	18+
Mon	2006/04/17	17:00	C2GA Cinema 2 General Admit	Crimes of the Future	18+
Mon	2006/04/17	19:00	C2GA Cinema 2 General Admit	Shivers + Blue	R18+
Mon	2006/04/17	21:00	C2GA Cinema 2 General Admit	Rabid	R18+
Wed	2006/04/19	19:30	C1GA Cinema 1 General Admit	I Have to Make the World Be Flesh	R18+
Wed	2006/04/19	21:00	C1GA Cinema 1 General Admit	The Dead Zone	M
Thu	2006/04/20	19:00	C2GA Cinema 2 General Admit	Videodrome + Camera	18+
Thu	2006/04/20	21:00	C2GA Cinema 2 General Admit	Naked Lunch	M
Sat	2006/04/22	11:00	C1GA Cinema 1 General Admit	Vera Drake	M
Sat	2006/04/22	14:00	C1GA Cinema 1 General Admit	A town like Alice	G
Sat	2006/04/22	17:00	C1GA Cinema 1 General Admit	Cronenberg Public Forum	
Sat	2006/04/22	19:00	C1GA Cinema 1 General Admit	Crash	R18+
Sat	2006/04/22	21:00	C1GA Cinema 1 General Admit	Dead Ringers	M
Sun	2006/04/23	10:30	C1GA Cinema 1 General Admit	Nicholas Nickleby	M
Sun	2006/04/23	13:00	C1GA Cinema 1 General Admit	Nicholas Nickleby	M
Sun	2006/04/23	16:00	C1GA Cinema 1 General Admit	Crimes of the Future	18+
Sun	2006/04/23	17:30	C1GA Cinema 1 General Admit	Stereo	18+
Sun	2006/04/23	19:00	C1GA Cinema 1 General Admit	The Brood	R18+
Mon	2006/04/24	13:30	C2GA Cinema 2 General Admit	Vera Drake	M
Fri	2006/04/28	22:30	C1GA Cinema 1 General Admit	End of the century: The story of the Ramones	M
Sat	2006/04/29	11:00	C1GA Cinema 1 General Admit	Vera Drake	M
Sat	2006/04/29	14:00	C1GA Cinema 1 General Admit	Moulin Rouge	M
Sun	2006/04/30	10:30	C1GA Cinema 1 General Admit	The Jungle Book	G
Sun	2006/04/30	13:00	C1GA Cinema 1 General Admit	The Jungle Book	G
Mon	2006/05/01	13:30	C2GA Cinema 2 General Admit	Vera Drake	M
Fri	2006/05/05	22:00	C1GA Cinema 1 General Admit	The Boston Strangler	M
Sat	2006/05/06	11:00	C1GA Cinema 1 General Admit	A Common Thread	M
Sat	2006/05/06	14:00	C1GA Cinema 1 General Admit	Monkey grip	M
Sun	2006/05/07	10:30	C2GA Cinema 2 General Admit	Little Women	G
Sun	2006/05/07	13:00	C2GA Cinema 2 General Admit	Little Women	G
Mon	2006/05/08	13:30	C2GA Cinema 2 General Admit	A Common Thread	M
Fri	2006/05/12	22:00	C1GA Cinema 1 General Admit	Barfly	M
Sat	2006/05/13	11:00	C1GA Cinema 1 General Admit	A Common Thread	M
Sat	2006/05/13	14:00	C1GA Cinema 1 General Admit	Smithy	G
Sun	2006/05/14	10:30	C1GA Cinema 1 General Admit	Honey, I Shrunk the Kids	PG
